Age,AgeGroup,Attrition,AttritionBinary,Department,EducationField,Gender,JobRole,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,DistanceFromHome
25,18-25,No,0,Sales,Marketing,Male,Sales Executive,2,1,Married,4256,1,No,3,5,4,5,2,0,3,3,4
49,46-55,No,0,Research & Development,Technical Degree,Female,Research Scientist,1,1,Married,3580,2,No,3,7,3,4,2,0,2,3,1
24,18-25,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,1,4,Married,3162,0,No,3,6,2,5,2,3,4,1,4
32,26-35,No,0,Sales,Life Sciences,Male,Sales Executive,2,2,Married,6524,1,No,3,10,3,10,8,5,3,2,5
38,36-45,No,0,Sales,Marketing,Male,Sales Representative,1,2,Married,2899,0,No,3,3,3,2,2,1,2,2,9
42,36-45,No,0,Research & Development,Life Sciences,Female,Laboratory Technician,2,4,Married,5231,2,Yes,3,17,2,5,3,1,3,3,3
31,26-35,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,4,Married,2356,3,Yes,3,8,3,6,4,0,2,4,11
29,26-35,Yes,1,Sales,Medical,Female,Sales Representative,1,3,Divorced,2800,6,Yes,3,5,3,3,2,0,2,2,1
53,46-55,No,0,Sales,Marketing,Male,Sales Executive,4,4,Married,11836,5,No,3,28,3,2,0,2,2,1,8
35,26-35,No,0,Research & Development,Technical Degree,Male,Manufacturing Director,3,2,Married,10903,3,No,3,16,3,13,10,4,8,4,25
37,36-45,No,0,Sales,Medical,Female,Sales Representative,1,4,Married,2973,5,No,3,10,3,5,4,0,0,3,21
53,46-55,No,0,Research & Development,Life Sciences,Female,Research Director,4,4,Single,14275,6,No,3,33,3,12,9,3,8,4,23
43,36-45,No,0,Research & Development,Life Sciences,Female,Healthcare Representative,2,4,Married,5562,4,No,3,12,2,5,2,2,2,4,1
47,46-55,No,0,Sales,Marketing,Female,Sales Executive,2,4,Married,4537,0,Yes,4,8,3,7,6,7,7,3,2
37,36-45,No,0,Sales,Medical,Male,Sales Executive,3,2,Single,7642,1,Yes,3,10,3,10,0,0,9,1,19
50,46-55,No,0,Research & Development,Life Sciences,Male,Manager,4,1,Divorced,17924,1,No,3,31,3,31,6,14,7,1,2
39,36-45,No,0,Human Resources,Life Sciences,Female,Human Resources,2,4,Married,5204,8,No,3,13,3,5,4,0,4,4,2
33,26-35,No,0,Human Resources,Human Resources,Male,Human Resources,1,2,Divorced,2277,3,Yes,3,7,4,4,3,0,3,4,3
32,26-35,Yes,1,Research & Development,Life Sciences,Male,Laboratory Technician,1,4,Single,2795,1,Yes,4,1,1,1,0,0,1,1,25
29,26-35,No,0,Research & Development,Medical,Female,Laboratory Technician,1,4,Divorced,2532,6,No,3,8,3,4,3,0,3,1,7
44,36-45,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,1,Married,2559,1,Yes,3,8,3,8,7,7,1,2,9
28,26-35,No,0,Sales,Medical,Male,Sales Executive,2,4,Single,4908,1,No,3,4,3,4,2,0,2,1,5
58,56-65,Yes,1,Research & Development,Life Sciences,Male,Laboratory Technician,1,4,Divorced,2380,9,Yes,3,3,2,1,0,0,0,4,2
43,36-45,No,0,Research & Development,Life Sciences,Female,Manufacturing Director,2,2,Divorced,4765,4,No,4,4,4,1,0,0,0,1,8
20,18-25,Yes,1,Sales,Medical,Female,Sales Representative,1,3,Single,2044,1,No,3,2,2,2,2,0,2,3,2
21,18-25,Yes,1,Research & Development,Other,Female,Research Scientist,1,4,Single,2693,1,No,3,1,2,1,0,0,0,4,18
36,36-45,No,0,Research & Development,Life Sciences,Male,Healthcare Representative,2,4,Married,6586,0,Yes,3,17,2,16,8,4,11,3,14
47,46-55,No,0,Sales,Life Sciences,Female,Sales Representative,1,4,Single,3294,1,Yes,3,3,2,3,2,1,2,4,2
22,18-25,Yes,1,Research & Development,Life Sciences,Female,Manufacturing Director,2,3,Married,4171,0,Yes,3,4,4,3,2,0,2,2,3
41,36-45,Yes,1,Research & Development,Life Sciences,Female,Laboratory Technician,1,4,Divorced,2778,4,Yes,3,10,2,7,7,1,0,2,2
28,26-35,No,0,Research & Development,Medical,Female,Research Scientist,1,3,Divorced,2377,5,No,3,6,3,2,2,2,2,3,9
39,36-45,Yes,1,Research & Development,Medical,Male,Laboratory Technician,1,1,Married,2404,7,Yes,4,8,1,2,2,2,2,4,6
27,26-35,No,0,Research & Development,Life Sciences,Female,Research Scientist,1,3,Single,2318,1,No,3,1,3,1,1,0,0,2,4
34,26-35,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,1,2,Divorced,2008,1,No,3,1,3,1,0,1,0,2,10
42,36-45,No,0,Sales,Medical,Female,Sales Executive,2,3,Single,6244,7,No,3,10,3,5,4,0,3,3,14
33,26-35,No,0,Research & Development,Other,Male,Research Scientist,1,1,Single,2799,3,Yes,3,6,3,3,2,0,2,3,1
58,56-65,No,0,Research & Development,Technical Degree,Female,Healthcare Representative,3,2,Divorced,10552,2,Yes,3,24,3,6,0,0,4,3,5
31,26-35,No,0,Sales,Life Sciences,Male,Sales Representative,1,3,Married,2329,3,No,3,13,4,7,7,5,2,2,7
35,26-35,No,0,Research & Development,Life Sciences,Female,Healthcare Representative,2,4,Married,4014,1,Yes,4,10,1,10,6,0,7,4,21
49,46-55,No,0,Research & Development,Other,Female,Laboratory Technician,3,2,Married,7403,4,No,3,29,2,26,9,1,7,1,8
48,46-55,No,0,Research & Development,Medical,Male,Research Scientist,1,3,Married,2259,4,No,3,13,2,0,0,0,0,4,20
31,26-35,No,0,Sales,Marketing,Female,Sales Executive,2,3,Married,6932,1,No,3,9,2,9,8,0,0,4,20
36,36-45,No,0,Research & Development,Other,Male,Research Scientist,1,4,Single,4678,2,No,3,8,3,6,2,0,1,2,7
38,36-45,No,0,Research & Development,Technical Degree,Female,Research Director,3,1,Married,13582,1,No,3,15,3,15,12,5,11,4,1
32,26-35,No,0,Research & Development,Life Sciences,Female,Laboratory Technician,1,2,Married,2332,6,No,4,5,3,3,0,0,2,3,1
25,18-25,Yes,1,Sales,Marketing,Male,Sales Representative,1,2,Married,2413,1,Yes,3,1,3,1,0,0,0,3,19
40,36-45,No,0,Sales,Marketing,Male,Sales Executive,3,2,Divorced,9705,2,No,3,11,2,1,0,0,0,1,10
26,26-35,No,0,Sales,Medical,Male,Sales Executive,2,1,Single,4294,1,No,3,7,3,7,7,0,7,3,1
41,36-45,No,0,Research & Development,Medical,Male,Laboratory Technician,1,1,Single,4721,2,Yes,3,20,3,18,13,2,17,4,6
36,36-45,No,0,Research & Development,Medical,Male,Laboratory Technician,1,3,Single,2519,4,No,4,16,3,11,8,3,9,3,2
19,18-25,Yes,1,Sales,Other,Male,Sales Representative,1,2,Single,2121,1,Yes,3,1,4,1,0,0,0,4,21
20,18-25,Yes,1,Research & Development,Technical Degree,Male,Laboratory Technician,1,1,Single,2973,1,No,3,1,3,1,0,0,0,1,4
31,26-35,No,0,Research & Development,Medical,Female,Healthcare Representative,2,4,Married,5855,0,Yes,3,10,1,9,7,8,5,4,12
40,36-45,No,0,Research & Development,Medical,Male,Research Scientist,1,2,Divorced,3617,8,Yes,3,3,3,1,1,0,0,4,9
32,26-35,No,0,Research & Development,Medical,Female,Manufacturing Director,2,1,Married,6725,1,No,3,8,4,8,7,6,3,3,3
36,36-45,Yes,1,Sales,Life Sciences,Male,Sales Executive,3,4,Married,10325,1,Yes,3,16,3,16,7,3,7,3,3
33,26-35,No,0,Research & Development,Life Sciences,Female,Healthcare Representative,2,4,Single,6949,0,No,3,6,3,5,0,1,4,2,1
37,36-45,Yes,1,Sales,Life Sciences,Male,Sales Executive,3,3,Married,10609,5,No,3,17,1,14,1,11,7,1,1
45,36-45,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,2,2,Married,4447,1,No,3,9,2,9,7,0,8,3,4
29,26-35,No,0,Sales,Technical Degree,Female,Sales Representative,1,4,Married,2157,1,No,3,3,3,3,1,0,2,3,20
35,26-35,No,0,Sales,Medical,Female,Sales Executive,2,3,Married,4601,1,No,3,5,3,5,2,1,0,3,18
52,46-55,No,0,Research & Development,Life Sciences,Male,Manager,4,4,Married,17099,2,No,3,26,2,9,8,7,8,4,1
58,56-65,Yes,1,Research & Development,Technical Degree,Male,Research Scientist,1,3,Single,2479,4,No,4,7,3,1,0,0,0,4,2
53,46-55,No,0,Sales,Medical,Male,Manager,4,3,Divorced,14852,6,No,3,22,4,17,13,15,2,3,2
30,26-35,No,0,Sales,Other,Male,Sales Executive,3,3,Divorced,7264,5,No,3,10,4,8,4,7,7,3,8
38,36-45,No,0,Sales,Technical Degree,Female,Sales Executive,2,4,Single,5666,1,Yes,3,6,3,5,3,1,3,3,10
35,26-35,No,0,Sales,Life Sciences,Male,Sales Executive,3,4,Divorced,7823,6,No,3,12,3,10,9,0,8,4,3
39,36-45,No,0,Sales,Life Sciences,Male,Sales Executive,3,3,Single,7880,0,No,3,9,3,8,7,0,7,1,2
40,36-45,Yes,1,Sales,Life Sciences,Female,Sales Executive,4,2,Single,13194,4,Yes,3,22,2,1,0,0,0,2,24
47,46-55,No,0,Research & Development,Medical,Male,Manufacturing Director,2,3,Divorced,5067,1,Yes,3,20,4,19,10,2,7,3,16
36,36-45,No,0,Sales,Technical Degree,Male,Sales Executive,2,4,Divorced,5079,4,No,3,12,3,7,7,0,7,1,8
31,26-35,Yes,1,Research & Development,Medical,Male,Research Scientist,1,1,Single,2321,0,Yes,4,4,3,3,2,1,2,3,9
33,26-35,No,0,Sales,Life Sciences,Male,Manager,4,3,Single,17444,1,No,3,10,3,10,8,6,0,4,17
29,26-35,Yes,1,Research & Development,Life Sciences,Female,Research Scientist,1,1,Single,2404,6,Yes,4,3,3,0,0,0,0,4,10
33,26-35,No,0,Research & Development,Life Sciences,Female,Research Scientist,1,4,Single,3452,3,No,3,5,3,3,2,0,2,2,13
45,36-45,No,0,Research & Development,Medical,Female,Laboratory Technician,1,4,Divorced,2270,3,No,3,8,3,5,3,0,2,4,1
50,46-55,No,0,Research & Development,Medical,Male,Research Director,4,4,Divorced,17399,9,No,4,32,2,5,4,1,3,4,1
33,26-35,No,0,Research & Development,Other,Female,Healthcare Representative,2,2,Married,5488,1,Yes,3,6,3,6,5,1,2,3,1
41,36-45,No,0,Research & Development,Medical,Male,Research Director,5,3,Divorced,19419,2,No,3,21,4,18,16,0,11,1,9
27,26-35,No,0,Research & Development,Technical Degree,Female,Laboratory Technician,1,2,Married,2811,9,No,3,4,3,2,2,2,2,3,16
45,36-45,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,2,1,Married,3633,1,Yes,3,9,3,9,8,0,8,4,23
47,46-55,No,0,Sales,Life Sciences,Female,Sales Executive,2,4,Single,4163,1,Yes,3,9,3,9,0,0,7,4,4
30,26-35,Yes,1,Research & Development,Life Sciences,Female,Research Scientist,1,3,Married,2132,4,Yes,3,7,3,5,2,0,1,1,22
50,46-55,No,0,Research & Development,Life Sciences,Male,Manufacturing Director,4,3,Married,13973,3,Yes,3,22,3,12,11,1,5,4,24
38,36-45,No,0,Research & Development,Medical,Male,Research Scientist,1,3,Married,2684,0,No,3,3,2,2,1,0,2,3,10
46,46-55,No,0,Research & Development,Medical,Male,Manufacturing Director,3,3,Divorced,10845,6,No,3,13,3,8,7,0,7,4,7
24,18-25,No,0,Research & Development,Medical,Female,Manufacturing Director,2,3,Divorced,4377,1,No,3,5,3,4,2,3,2,4,17
35,26-35,Yes,1,Research & Development,Other,Male,Laboratory Technician,1,2,Divorced,3743,1,Yes,4,5,1,4,2,0,2,3,14
31,26-35,No,0,Research & Development,Life Sciences,Female,Manufacturing Director,2,1,Married,4148,1,No,3,4,3,4,3,0,3,3,1
18,nan,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,4,Single,1051,1,No,3,0,3,0,0,0,0,2,5
54,46-55,No,0,Research & Development,Technical Degree,Female,Manufacturing Director,3,3,Married,10739,8,No,3,22,3,10,7,0,8,3,17
35,26-35,No,0,Research & Development,Medical,Female,Healthcare Representative,3,3,Divorced,10388,1,Yes,3,16,2,16,10,10,1,3,25
30,26-35,No,0,Research & Development,Life Sciences,Female,Research Director,3,1,Married,11416,0,Yes,3,9,2,8,7,1,7,2,8
20,18-25,Yes,1,Research & Development,Medical,Female,Research Scientist,1,1,Single,2600,1,Yes,3,1,3,1,0,0,0,4,11
30,26-35,Yes,1,Research & Development,Medical,Female,Laboratory Technician,1,2,Single,2422,0,No,3,4,3,3,2,1,2,2,5
26,26-35,No,0,Research & Development,Medical,Male,Manufacturing Director,2,4,Married,5472,1,No,3,8,3,8,7,1,3,4,2
22,18-25,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,1,1,Married,2451,1,No,3,4,2,4,3,1,1,2,8
48,46-55,No,0,Research & Development,Life Sciences,Male,Healthcare Representative,2,3,Single,4240,2,No,3,19,3,2,2,2,2,1,6
48,46-55,No,0,Research & Development,Life Sciences,Male,Healthcare Representative,3,3,Single,10999,7,No,3,27,3,15,11,4,8,3,4
41,36-45,No,0,Research & Development,Medical,Female,Manufacturing Director,2,3,Single,5003,6,No,3,8,3,2,2,2,1,4,7
39,36-45,No,0,Research & Development,Life Sciences,Female,Manufacturing Director,4,4,Married,12742,1,No,3,21,3,21,6,11,8,4,1
27,26-35,No,0,Research & Development,Life Sciences,Female,Manufacturing Director,2,4,Married,4227,0,No,3,4,3,3,2,2,2,1,2
35,26-35,No,0,Research & Development,Other,Male,Laboratory Technician,1,4,Divorced,3917,1,No,4,3,2,3,2,1,2,2,10
42,36-45,No,0,Sales,Marketing,Male,Manager,5,3,Married,18303,6,No,3,21,4,1,0,0,0,4,5
50,46-55,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,1,4,Married,2380,4,No,3,8,3,1,0,0,0,1,9
59,56-65,No,0,Research & Development,Life Sciences,Female,Manufacturing Director,4,4,Single,13726,3,Yes,3,30,3,5,3,4,3,3,2
37,36-45,Yes,1,Research & Development,Medical,Female,Healthcare Representative,2,2,Married,4777,5,No,3,15,1,1,0,0,0,1,11
55,46-55,No,0,Research & Development,Medical,Male,Healthcare Representative,2,2,Married,6385,3,Yes,3,17,3,8,7,6,7,3,18
41,36-45,No,0,Research & Development,Life Sciences,Female,Research Director,5,3,Divorced,19973,1,No,4,21,3,21,16,5,10,2,7
38,36-45,No,0,Sales,Life Sciences,Male,Sales Executive,2,4,Single,6861,8,Yes,3,19,3,1,0,0,0,2,3
26,26-35,Yes,1,Sales,Medical,Male,Sales Executive,2,1,Single,4969,8,No,3,7,3,2,2,2,2,2,29
52,46-55,Yes,1,Sales,Marketing,Female,Manager,5,4,Married,19845,1,No,3,33,3,32,14,6,9,1,2
44,36-45,No,0,Sales,Medical,Female,Sales Executive,4,4,Married,13320,3,Yes,3,23,3,12,11,11,11,4,28
50,46-55,No,0,Sales,Life Sciences,Female,Sales Executive,2,3,Married,6347,0,No,3,19,3,18,7,0,13,4,1
36,36-45,Yes,1,Research & Development,Life Sciences,Female,Laboratory Technician,1,1,Single,2743,1,No,3,18,3,17,13,15,14,3,16
39,36-45,No,0,Research & Development,Medical,Female,Manufacturing Director,3,1,Single,10880,1,Yes,3,21,3,21,6,2,8,4,22
33,26-35,No,0,Sales,Life Sciences,Female,Sales Representative,1,4,Single,2342,0,No,3,3,2,2,2,2,2,2,8
45,36-45,No,0,Sales,Life Sciences,Female,Manager,4,4,Married,17650,3,No,3,26,4,9,3,1,1,4,11
32,26-35,No,0,Research & Development,Medical,Female,Laboratory Technician,1,3,Single,4025,9,No,3,10,3,8,7,7,7,4,29
34,26-35,No,0,Sales,Marketing,Male,Sales Executive,2,4,Divorced,9725,0,No,3,16,2,15,1,0,9,2,1
59,56-65,No,0,Sales,Technical Degree,Male,Manager,3,4,Married,11904,3,Yes,3,14,1,6,4,0,4,2,1
45,36-45,No,0,Human Resources,Medical,Male,Human Resources,1,2,Single,2177,1,No,3,6,3,6,3,0,4,2,24
53,46-55,No,0,Sales,Marketing,Female,Sales Executive,3,2,Married,7525,2,No,3,30,3,15,7,6,12,3,2
36,36-45,Yes,1,Research & Development,Other,Male,Laboratory Technician,2,3,Divorced,4834,7,No,3,9,2,1,0,0,0,1,15
26,26-35,Yes,1,Research & Development,Life Sciences,Male,Research Scientist,1,1,Married,2042,6,Yes,3,6,3,3,2,1,2,1,2
34,26-35,No,0,Sales,Life Sciences,Female,Sales Representative,1,3,Married,2220,1,Yes,3,1,3,1,1,0,0,3,10
28,26-35,No,0,Sales,Medical,Male,Sales Representative,1,2,Married,1052,1,No,4,1,3,1,0,0,0,4,10
38,36-45,No,0,Research & Development,Other,Male,Research Scientist,1,3,Married,2821,3,No,3,8,3,2,2,2,2,3,3
50,46-55,No,0,Research & Development,Medical,Male,Research Director,5,3,Married,19237,2,Yes,3,29,2,8,1,7,7,2,2
37,36-45,No,0,Research & Development,Other,Female,Healthcare Representative,2,2,Single,4107,3,No,3,8,2,4,3,0,1,4,3
40,36-45,No,0,Sales,Marketing,Male,Sales Executive,2,1,Married,8396,1,No,3,8,2,7,7,7,5,3,26
26,26-35,No,0,Research & Development,Medical,Female,Research Scientist,1,3,Divorced,2007,1,No,3,5,3,5,3,1,3,1,1
46,46-55,No,0,Research & Development,Medical,Male,Research Director,5,4,Divorced,19627,9,No,3,23,3,2,2,2,2,4,1
54,46-55,No,0,Sales,Life Sciences,Female,Sales Executive,3,3,Married,10686,6,No,3,13,3,9,4,7,0,3,2
56,56-65,No,0,Research & Development,Medical,Female,Research Scientist,1,3,Married,2942,2,No,3,18,3,5,4,0,3,1,9
36,36-45,No,0,Research & Development,Medical,Female,Manufacturing Director,3,4,Single,8858,0,No,3,15,2,14,8,7,8,4,12
55,46-55,No,0,Research & Development,Medical,Male,Manager,4,1,Single,16756,7,No,3,31,4,9,7,6,2,3,2
43,36-45,No,0,Sales,Medical,Male,Sales Executive,3,4,Divorced,10798,5,No,3,18,3,1,0,0,0,3,25
20,18-25,Yes,1,Sales,Marketing,Female,Sales Representative,1,4,Single,2323,1,Yes,3,2,3,2,2,0,2,4,9
21,18-25,Yes,1,Research & Development,Life Sciences,Female,Laboratory Technician,1,1,Single,1416,1,No,3,1,2,1,0,1,0,3,10
46,46-55,No,0,Research & Development,Life Sciences,Female,Research Scientist,2,1,Divorced,4615,8,Yes,4,19,3,16,13,1,7,4,8
51,46-55,Yes,1,Research & Development,Life Sciences,Male,Research Scientist,1,3,Married,2461,9,Yes,3,18,4,10,0,2,7,1,4
28,26-35,Yes,1,Research & Development,Technical Degree,Male,Healthcare Representative,3,1,Single,8722,1,No,3,10,2,10,7,1,9,2,24
26,26-35,No,0,Research & Development,Medical,Male,Laboratory Technician,1,1,Married,3955,1,No,3,6,3,5,3,1,3,1,1
30,26-35,No,0,Research & Development,Other,Male,Manufacturing Director,2,1,Married,9957,0,No,3,7,2,6,2,0,2,3,20
41,36-45,No,0,Research & Development,Technical Degree,Female,Research Scientist,1,3,Married,3376,1,No,3,10,3,10,6,0,8,2,7
38,36-45,No,0,Research & Development,Life Sciences,Female,Healthcare Representative,3,3,Married,8823,0,No,3,20,2,19,9,1,9,3,17
40,36-45,No,0,Research & Development,Technical Degree,Male,Healthcare Representative,3,4,Married,10322,4,No,4,14,3,11,10,11,1,1,20
27,26-35,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,1,3,Married,4621,1,No,3,3,3,3,2,1,2,1,8
55,46-55,No,0,Research & Development,Life Sciences,Male,Manufacturing Director,3,2,Married,10976,3,No,3,23,3,3,2,1,2,4,2
28,26-35,No,0,Research & Development,Other,Female,Research Scientist,2,3,Single,3660,3,No,3,10,4,8,7,1,7,3,10
44,36-45,Yes,1,Human Resources,Medical,Male,Human Resources,3,1,Married,10482,9,No,3,24,3,20,6,3,6,2,1
33,26-35,No,0,Research & Development,Life Sciences,Male,Healthcare Representative,3,4,Divorced,7119,4,No,3,9,3,3,2,1,2,4,5
35,26-35,Yes,1,Sales,Technical Degree,Male,Sales Executive,3,1,Single,9582,0,Yes,4,9,3,8,7,4,7,4,4
33,26-35,Yes,1,Research & Development,Medical,Female,Research Scientist,2,3,Single,4508,1,No,4,14,3,13,7,3,8,1,29
28,26-35,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,1,3,Divorced,2207,1,No,3,4,2,4,2,2,2,1,15
34,26-35,No,0,Research & Development,Life Sciences,Male,Healthcare Representative,2,4,Single,7756,0,No,3,7,2,6,2,0,4,1,3
37,36-45,No,0,Sales,Life Sciences,Female,Sales Executive,2,4,Divorced,6694,2,Yes,3,8,3,1,0,0,0,4,10
25,18-25,Yes,1,Research & Development,Technical Degree,Male,Laboratory Technician,1,4,Married,3691,1,Yes,3,7,4,7,7,5,6,4,4
26,26-35,Yes,1,Research & Development,Medical,Male,Laboratory Technician,1,3,Divorced,2377,1,No,4,1,2,1,1,0,0,1,21
33,26-35,Yes,1,Research & Development,Medical,Male,Research Scientist,1,2,Single,2313,4,Yes,4,5,3,2,2,2,2,1,25
42,36-45,No,0,Research & Development,Medical,Male,Manager,4,1,Married,17665,0,No,3,23,3,22,6,13,7,4,2
28,26-35,Yes,1,Research & Development,Medical,Male,Laboratory Technician,1,2,Divorced,2596,1,No,3,1,3,1,0,0,0,1,1
50,46-55,Yes,1,Sales,Other,Male,Sales Executive,2,3,Single,4728,3,Yes,3,5,3,0,0,0,0,4,1
33,26-35,No,0,Sales,Life Sciences,Female,Sales Executive,2,2,Married,4302,0,No,3,4,3,3,2,0,2,4,7
34,26-35,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,4,Married,2979,3,No,3,6,3,0,0,0,0,3,3
48,46-55,No,0,Research & Development,Medical,Male,Manager,4,4,Single,16885,2,No,4,27,2,5,4,2,1,1,1
45,36-45,No,0,Sales,Life Sciences,Female,Sales Executive,2,3,Married,5593,1,No,3,15,3,15,10,4,12,2,9
52,46-55,No,0,Research & Development,Life Sciences,Male,Healthcare Representative,3,2,Single,10445,7,No,3,18,3,8,6,4,0,2,7
38,36-45,No,0,Sales,Marketing,Male,Sales Executive,3,3,Divorced,8740,0,Yes,3,9,3,8,7,2,7,3,10
29,26-35,No,0,Research & Development,Life Sciences,Female,Research Scientist,1,4,Divorced,2514,4,No,4,11,3,7,5,1,7,3,28
28,26-35,No,0,Research & Development,Medical,Female,Manufacturing Director,3,2,Divorced,7655,0,No,3,10,2,9,7,1,7,4,3
46,46-55,No,0,Sales,Marketing,Male,Manager,4,3,Married,17465,3,No,3,23,3,12,9,4,9,1,3
38,36-45,No,0,Sales,Marketing,Male,Sales Executive,3,2,Single,7351,7,No,3,10,3,1,0,0,0,4,2
43,36-45,No,0,Research & Development,Life Sciences,Female,Manufacturing Director,3,1,Married,10820,8,No,3,18,3,8,7,0,1,3,27
39,36-45,Yes,1,Research & Development,Life Sciences,Male,Healthcare Representative,4,4,Divorced,12169,7,No,3,21,3,18,7,11,5,1,2
40,36-45,No,0,Research & Development,Medical,Male,Research Director,5,3,Single,19626,1,No,3,21,4,20,7,4,9,3,14
21,18-25,No,0,Research & Development,Technical Degree,Female,Research Scientist,1,2,Single,2070,1,Yes,3,2,4,2,2,2,2,4,1
39,36-45,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,2,2,Single,6782,9,No,3,9,2,5,4,0,3,3,9
36,36-45,No,0,Research & Development,Life Sciences,Male,Manufacturing Director,2,4,Single,7779,2,No,4,18,3,11,9,0,9,1,18
31,26-35,No,0,Sales,Life Sciences,Male,Sales Representative,1,4,Married,2791,0,No,3,3,3,2,2,2,2,3,20
28,26-35,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,2,Married,3201,0,No,3,6,1,5,3,0,4,1,2
35,26-35,No,0,Sales,Marketing,Male,Sales Executive,2,4,Divorced,4968,1,No,3,5,3,5,2,0,2,4,11
49,46-55,No,0,Sales,Technical Degree,Male,Sales Executive,4,2,Married,13120,6,No,3,22,3,9,8,2,3,4,8
34,26-35,No,0,Research & Development,Life Sciences,Male,Manufacturing Director,2,3,Single,4033,2,No,3,5,2,3,2,0,2,4,2
29,26-35,No,0,Research & Development,Life Sciences,Female,Research Scientist,1,2,Divorced,3291,0,No,3,8,2,7,5,1,1,4,10
42,36-45,No,0,Research & Development,Medical,Male,Laboratory Technician,2,4,Single,4272,4,No,3,16,3,1,0,0,0,2,29
29,26-35,No,0,Research & Development,Medical,Male,Manufacturing Director,2,4,Married,5056,1,Yes,3,10,2,10,7,1,2,2,8
38,36-45,No,0,Human Resources,Human Resources,Male,Human Resources,1,3,Married,2844,1,No,3,7,4,7,6,5,0,3,1
28,26-35,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,3,Divorced,2703,1,Yes,3,3,3,3,1,0,2,3,6
18,nan,Yes,1,Research & Development,Medical,Male,Laboratory Technician,1,3,Single,1904,1,No,3,0,3,0,0,0,0,3,8
33,26-35,Yes,1,Sales,Marketing,Female,Sales Executive,2,1,Single,8224,0,Yes,3,6,3,5,2,0,3,1,9
41,36-45,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,1,4,Married,4766,3,Yes,3,6,3,1,0,0,0,2,12
31,26-35,Yes,1,Research & Development,Medical,Male,Laboratory Technician,1,3,Married,2610,1,No,3,2,2,2,2,2,2,3,15
37,36-45,No,0,Research & Development,Medical,Female,Healthcare Representative,2,4,Divorced,5731,7,No,3,9,3,6,2,1,3,3,25
27,26-35,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,3,Married,2539,1,No,3,4,3,4,2,2,2,4,6
34,26-35,No,0,Sales,Life Sciences,Female,Sales Executive,2,3,Married,5714,1,No,4,6,2,6,5,1,3,2,9
35,26-35,No,0,Human Resources,Technical Degree,Male,Human Resources,1,3,Single,4323,1,No,3,6,1,5,4,1,4,3,8
29,26-35,Yes,1,Sales,Life Sciences,Female,Sales Executive,3,1,Married,7336,1,No,3,11,1,11,8,3,10,4,23
40,36-45,No,0,Research & Development,Medical,Female,Research Director,3,3,Single,13499,9,No,3,20,2,18,7,2,13,2,9
42,36-45,Yes,1,Sales,Life Sciences,Male,Sales Executive,4,1,Single,13758,0,Yes,3,22,2,21,9,13,14,3,12
42,36-45,No,0,Sales,Marketing,Male,Sales Executive,2,1,Single,5155,7,No,3,9,4,6,4,1,5,2,4
35,26-35,No,0,Research & Development,Medical,Male,Laboratory Technician,1,3,Married,2258,6,No,3,10,3,8,0,1,7,4,1
24,18-25,No,0,Research & Development,Medical,Male,Laboratory Technician,1,2,Single,3597,8,No,4,6,3,4,3,1,2,4,24
28,26-35,Yes,1,Research & Development,Life Sciences,Female,Laboratory Technician,1,4,Married,2515,1,Yes,3,1,2,1,1,0,0,3,12
26,26-35,No,0,Research & Development,Medical,Male,Laboratory Technician,1,4,Married,4420,1,No,4,8,3,8,7,0,7,1,3
30,26-35,No,0,Sales,Marketing,Male,Sales Executive,2,3,Married,6578,1,No,3,10,3,10,3,1,4,3,10
40,36-45,No,0,Research & Development,Medical,Female,Research Scientist,2,4,Married,4422,3,Yes,3,16,1,1,1,0,0,3,26
35,26-35,No,0,Research & Development,Life Sciences,Male,Manufacturing Director,3,2,Divorced,10274,2,No,3,15,4,7,7,6,4,3,2
34,26-35,No,0,Research & Development,Medical,Male,Healthcare Representative,2,1,Single,5343,0,No,4,14,3,13,9,4,9,4,1
35,26-35,No,0,Research & Development,Other,Male,Laboratory Technician,1,4,Married,2376,1,No,3,2,4,2,2,2,2,4,4
43,36-45,Yes,1,Sales,Marketing,Female,Sales Executive,2,3,Single,5346,8,No,3,7,2,4,3,1,3,1,9
